user_id,group,converted
1,B,0
2,A,0
3,B,0
4,B,0
5,B,0
6,A,0
7,B,0
8,A,0
9,B,0
10,A,0
11,A,0
12,B,0
13,B,0
14,B,0
15,A,0
16,A,0
17,A,0
18,A,0
19,A,0
20,B,0
21,A,0
22,A,0
23,B,0
24,A,0
25,A,0
26,B,0
27,A,0
28,A,0
29,A,0
30,A,0
31,B,0
32,B,0
33,A,0
34,B,1
35,B,0
36,B,1
37,B,0
38,A,0
39,B,0
40,B,0
41,B,0
42,A,0
43,B,0
44,A,0
45,B,0
46,B,0
47,B,0
48,A,0
49,B,0
50,A,0
51,A,0
52,A,0
53,B,0
54,A,0
55,B,0
56,A,0
57,B,0
58,B,0
59,B,0
60,B,0
61,B,1
62,B,0
63,A,0
64,B,0
65,A,0
66,A,0
67,B,0
68,A,0
69,B,0
70,A,0
71,A,1
72,B,0
73,B,0
74,A,0
75,B,0
76,B,0
77,A,0
78,A,0
79,B,0
80,A,1
81,B,0
82,B,0
83,B,0
84,B,0
85,B,0
86,B,0
87,A,0
88,B,1
89,B,0
90,B,0
91,B,0
92,B,0
93,A,0
94,B,0
95,A,0
96,B,0
97,B,0
98,A,0
99,B,0
100,B,0
101,A,0
102,A,0
103,A,0
104,B,0
105,B,0
106,A,0
107,B,0
108,B,0
109,A,0
110,B,0
111,B,0
112,A,0
113,B,0
114,A,0
115,B,0
116,A,0
117,B,0
118,A,0
119,A,0
120,B,1
121,A,0
122,A,0
123,B,0
124,A,0
125,B,0
126,B,0
127,B,0
128,B,1
129,A,0
130,A,0
131,A,0
132,A,0
133,B,0
134,A,0
135,B,0
136,B,0
137,A,1
138,B,0
139,A,0
140,B,0
141,A,0
142,B,1
143,B,0
144,B,0
145,B,0
146,B,0
147,A,0
148,A,0
149,A,0
150,A,0
151,B,0
152,B,0
153,A,0
154,A,0
155,B,0
156,A,0
157,A,0
158,A,0
159,A,1
160,A,0
161,B,0
162,A,0
163,B,0
164,A,0
165,A,0
166,A,0
167,A,0
168,B,0
169,A,0
170,A,0
171,B,0
172,B,0
173,B,0
174,A,0
175,B,0
176,A,0
177,A,0
178,B,1
179,B,0
180,B,0
181,B,0
182,B,0
183,A,0
184,B,1
185,A,0
186,B,0
187,B,0
188,B,0
189,A,0
190,B,0
191,B,0
192,A,0
193,B,1
194,A,0
195,B,0
196,B,0
197,A,0
198,B,0
199,B,0
200,B,0
201,B,0
202,B,0
203,A,0
204,B,0
205,B,0
206,B,0
207,A,0
208,A,0
209,B,0
210,A,0
211,A,0
212,A,0
213,A,0
214,A,0
215,B,0
216,A,0
217,B,0
218,A,0
219,B,0
220,B,0
221,B,1
222,B,0
223,B,0
224,B,1
225,A,0
226,B,1
227,B,0
228,A,0
229,B,0
230,B,0
231,A,0
232,B,0
233,B,0
234,B,0
235,A,0
236,B,0
237,A,0
238,B,0
239,B,0
240,A,0
241,B,0
242,A,0
243,B,1
244,B,0
245,A,0
246,A,0
247,A,0
248,A,0
249,A,0
250,A,0
251,B,0
252,A,0
253,B,1
254,A,0
255,B,0
256,B,0
257,B,0
258,B,0
259,A,1
260,B,0
261,B,0
262,A,0
263,A,0
264,B,0
265,A,0
266,B,0
267,B,1
268,B,1
269,A,0
270,B,0
271,A,0
272,A,0
273,A,0
274,A,0
275,A,0
276,A,0
277,B,0
278,A,0
279,A,0
280,A,0
281,A,0
282,A,1
283,B,0
284,B,0
285,B,0
286,B,0
287,B,0
288,B,0
289,B,0
290,B,0
291,A,1
292,B,0
293,B,0
294,B,0
295,A,1
296,B,0
297,A,0
298,B,0
299,A,0
300,A,0
301,A,0
302,A,0
303,A,0
304,A,0
305,A,0
306,B,0
307,B,0
308,A,0
309,B,0
310,B,0
311,A,0
312,A,0
313,B,0
314,A,0
315,A,0
316,A,0
317,B,0
318,A,0
319,A,0
320,A,0
321,A,0
322,B,0
323,B,0
324,A,0
325,A,0
326,B,0
327,A,0
328,B,1
329,A,0
330,A,0
331,B,1
332,A,0
333,B,0
334,B,0
335,B,0
336,A,0
337,B,0
338,B,0
339,B,0
340,A,0
341,A,0
342,A,0
343,A,0
344,B,0
345,B,0
346,A,1
347,B,0
348,A,1
349,B,0
350,A,0
351,A,0
352,A,0
353,B,0
354,A,0
355,B,0
356,A,0
357,B,0
358,A,0
359,A,0
360,A,0
361,A,0
362,A,0
363,A,0
364,A,0
365,A,0
366,A,0
367,A,0
368,B,0
369,B,0
370,B,0
371,B,0
372,B,0
373,B,0
374,B,0
375,A,0
376,B,1
377,B,0
378,B,0
379,B,0
380,B,0
381,A,0
382,A,0
383,B,0
384,A,0
385,B,0
386,B,0
387,A,0
388,A,0
389,A,0
390,B,0
391,A,0
392,B,0
393,B,0
394,B,0
395,A,0
396,B,1
397,B,0
398,A,0
399,A,0
400,A,0
401,A,0
402,A,0
403,A,0
404,B,1
405,A,1
406,A,0
407,A,0
408,B,0
409,B,0
410,B,1
411,B,0
412,A,0
413,A,0
414,B,0
415,B,0
416,A,1
417,A,0
418,A,0
419,A,0
420,A,0
421,B,0
422,A,0
423,A,0
424,B,0
425,B,0
426,A,0
427,B,0
428,B,0
429,A,0
430,B,1
431,B,0
432,A,0
433,A,0
434,B,0
435,B,0
436,A,0
437,B,0
438,A,0
439,A,1
440,B,0
441,A,0
442,A,0
443,A,0
444,A,0
445,A,1
446,B,0
447,A,0
448,A,0
449,A,0
450,B,0
451,B,0
452,B,1
453,A,0
454,A,0
455,A,0
456,A,0
457,B,0
458,B,0
459,A,0
460,B,0
461,A,0
462,B,0
463,A,0
464,A,0
465,A,0
466,B,0
467,A,0
468,A,0
469,A,0
470,A,1
471,A,0
472,B,0
473,A,0
474,A,0
475,A,0
476,B,0
477,A,0
478,B,0
479,A,0
480,B,0
481,B,0
482,A,1
483,A,1
484,A,0
485,A,0
486,B,0
487,A,1
488,B,0
489,A,0
490,A,0
491,A,0
492,B,0
493,B,0
494,B,1
495,A,0
496,A,0
497,A,0
498,A,0
499,A,1
500,A,0
501,B,0
502,B,0
503,A,0
504,A,0
505,A,0
506,A,0
507,A,0
508,B,0
509,B,0
510,B,0
511,B,0
512,A,0
513,A,1
514,B,0
515,B,0
516,B,1
517,A,0
518,A,0
519,A,0
520,B,1
521,A,0
522,A,0
523,B,0
524,B,0
525,B,0
526,A,0
527,A,0
528,A,0
529,A,0
530,B,0
531,A,0
532,A,0
533,B,0
534,B,0
535,B,0
536,A,0
537,A,0
538,A,0
539,B,1
540,A,0
541,B,0
542,B,0
543,B,0
544,A,0
545,A,0
546,B,0
547,B,0
548,A,0
549,A,0
550,B,0
551,B,0
552,B,0
553,A,0
554,A,0
555,B,0
556,A,0
557,B,0
558,B,0
559,A,1
560,B,1
561,B,0
562,B,0
563,A,0
564,A,0
565,B,0
566,B,0
567,B,0
568,B,0
569,B,0
570,B,0
571,A,0
572,A,0
573,B,0
574,A,1
575,B,0
576,A,0
577,B,0
578,A,0
579,A,0
580,B,0
581,B,0
582,A,1
583,B,0
584,B,0
585,B,0
586,B,0
587,B,0
588,A,0
589,A,0
590,B,0
591,A,0
592,A,1
593,A,0
594,B,0
595,B,0
596,A,0
597,A,0
598,B,0
599,B,0
600,A,0
601,B,0
602,A,0
603,A,0
604,B,0
605,A,1
606,A,0
607,A,0
608,A,0
609,B,1
610,A,0
611,B,0
612,A,0
613,B,0
614,A,0
615,B,0
616,B,0
617,A,0
618,B,0
619,B,0
620,B,0
621,B,0
622,B,0
623,B,0
624,B,0
625,A,0
626,B,0
627,B,0
628,A,0
629,A,1
630,B,0
631,B,0
632,B,0
633,B,0
634,A,0
635,A,1
636,B,0
637,B,0
638,B,0
639,A,0
640,A,0
641,A,0
642,A,0
643,A,1
644,A,1
645,B,0
646,A,0
647,B,0
648,B,1
649,A,0
650,B,0
651,A,0
652,B,0
653,A,0
654,B,0
655,B,0
656,A,0
657,A,1
658,B,0
659,B,0
660,A,0
661,A,0
662,A,1
663,A,0
664,B,0
665,A,0
666,B,0
667,B,1
668,B,0
669,B,0
670,B,0
671,A,0
672,A,0
673,B,0
674,A,0
675,B,0
676,A,1
677,B,0
678,A,0
679,A,0
680,B,1
681,B,0
682,A,0
683,B,0
684,A,0
685,B,0
686,A,0
687,B,0
688,A,0
689,B,0
690,A,0
691,B,0
692,B,0
693,A,0
694,A,0
695,A,0
696,B,1
697,A,0
698,B,1
699,A,0
700,B,1
701,B,1
702,A,0
703,A,1
704,B,0
705,A,0
706,A,0
707,A,0
708,A,0
709,B,0
710,A,0
711,B,0
712,A,1
713,A,0
714,A,0
715,B,0
716,B,0
717,B,0
718,B,0
719,A,0
720,B,0
721,B,0
722,B,1
723,B,0
724,A,0
725,A,0
726,A,0
727,B,0
728,A,0
729,B,0
730,A,0
731,B,0
732,A,1
733,A,0
734,A,0
735,B,0
736,A,1
737,B,0
738,A,0
739,B,0
740,A,0
741,A,0
742,B,0
743,B,0
744,B,0
745,B,0
746,B,0
747,B,0
748,B,0
749,A,0
750,B,0
751,B,0
752,B,0
753,B,0
754,A,0
755,B,0
756,A,1
757,A,0
758,B,0
759,B,0
760,A,0
761,A,0
762,B,0
763,A,0
764,B,0
765,B,0
766,A,0
767,A,0
768,A,0
769,B,0
770,A,1
771,B,0
772,A,0
773,B,0
774,B,0
775,B,0
776,A,0
777,A,0
778,A,0
779,B,0
780,B,0
781,A,0
782,A,0
783,B,1
784,A,0
785,B,0
786,A,0
787,A,0
788,B,0
789,A,0
790,A,0
791,B,0
792,B,0
793,A,0
794,A,0
795,B,0
796,B,0
797,B,0
798,B,0
799,A,0
800,A,0
801,B,1
802,A,0
803,B,0
804,B,0
805,B,0
806,A,0
807,B,0
808,A,0
809,B,0
810,B,0
811,B,0
812,B,0
813,B,0
814,A,0
815,A,0
816,B,0
817,B,0
818,A,0
819,A,0
820,B,0
821,A,0
822,B,0
823,A,0
824,A,0
825,A,0
826,A,0
827,B,0
828,A,0
829,B,0
830,B,1
831,B,0
832,A,0
833,B,0
834,A,1
835,B,0
836,A,0
837,A,0
838,A,0
839,B,0
840,B,1
841,B,0
842,A,0
843,A,0
844,A,0
845,B,0
846,A,0
847,B,0
848,B,0
849,A,0
850,A,0
851,A,0
852,A,0
853,A,0
854,A,0
855,A,0
856,A,0
857,B,0
858,A,0
859,B,0
860,A,0
861,A,0
862,A,1
863,B,1
864,A,0
865,A,0
866,A,0
867,A,0
868,B,1
869,B,0
870,B,0
871,B,0
872,B,0
873,B,0
874,A,0
875,B,0
876,B,0
877,B,0
878,A,0
879,A,0
880,A,0
881,B,0
882,B,0
883,A,1
884,B,1
885,A,1
886,A,0
887,A,0
888,A,0
