user_id,group,converted
1,B,0
2,B,0
3,B,0
4,A,0
5,B,0
6,A,0
7,A,0
8,A,0
9,B,0
10,B,1
11,B,0
12,A,0
13,A,0
14,A,1
15,B,0
16,B,0
17,B,0
18,A,0
19,B,0
20,A,0
21,A,0
22,B,0
23,A,0
24,B,0
25,A,0
26,B,0
27,A,0
28,A,0
29,B,0
30,B,0
31,A,0
32,B,0
33,A,0
34,A,0
35,B,0
36,B,0
37,B,0
38,A,0
39,A,0
40,B,1
41,B,0
42,A,0
43,A,0
44,A,0
45,B,0
46,B,0
47,A,1
48,B,0
49,B,0
50,B,0
51,B,0
52,A,0
53,B,0
54,A,0
55,B,1
56,A,0
57,B,0
58,B,1
59,B,0
60,A,0
61,A,1
62,B,0
63,A,0
64,A,0
65,B,0
66,B,1
67,B,0
68,B,0
69,A,0
70,B,0
71,B,0
72,B,0
73,B,0
74,A,0
75,B,0
76,A,0
77,B,0
78,A,0
79,A,1
80,B,1
81,B,0
82,A,0
83,A,0
84,A,0
85,A,0
86,A,0
87,A,0
88,B,0
89,B,0
90,B,0
91,B,0
92,A,0
93,A,0
94,A,0
95,B,0
96,A,0
97,A,0
98,B,0
99,B,0
100,B,0
101,A,0
102,B,0
103,B,0
104,A,0
105,A,0
106,B,0
107,B,1
108,B,0
109,B,0
110,A,1
111,A,0
112,B,0
113,B,0
114,B,0
115,A,1
116,B,0
117,B,0
118,A,0
119,A,1
120,B,0
121,A,0
122,A,0
123,A,0
124,A,0
125,A,0
126,B,0
127,A,0
128,B,0
129,B,0
130,B,0
131,B,0
132,B,0
133,A,0
134,B,0
135,A,1
136,B,0
137,A,0
138,B,0
139,B,0
140,B,0
141,B,0
142,B,0
143,A,0
144,A,0
145,A,0
146,B,0
147,B,1
148,B,0
149,B,0
150,B,0
151,B,1
152,B,0
153,B,0
154,A,0
155,B,0
156,A,0
157,A,0
158,A,1
159,A,0
160,B,0
161,B,0
162,A,0
163,A,0
164,B,0
165,A,0
166,B,1
167,A,0
168,B,0
169,A,0
170,B,1
171,B,0
172,A,0
173,A,0
174,B,0
175,A,0
176,A,0
177,A,0
178,B,0
179,B,1
180,A,0
181,B,0
182,A,0
183,A,0
184,A,0
185,B,0
186,B,0
187,B,1
188,B,0
189,B,0
190,A,0
191,A,0
192,B,0
193,B,0
194,A,0
195,B,0
196,B,0
197,B,0
198,A,0
199,B,0
200,A,0
201,B,0
202,A,0
203,B,0
204,A,0
205,B,1
206,B,0
207,A,0
208,B,1
209,A,0
210,A,0
211,B,0
212,B,0
213,B,1
214,A,0
215,B,1
216,B,0
217,B,0
218,B,0
219,A,0
220,A,0
221,A,0
222,A,0
223,B,0
224,B,0
225,B,0
226,A,0
227,A,0
228,A,0
229,B,0
230,A,0
231,B,0
232,A,0
233,B,0
234,A,0
235,A,0
236,B,0
237,A,0
238,A,0
239,A,0
240,A,0
241,B,0
242,B,0
243,B,0
244,A,0
245,A,0
246,A,1
247,A,1
248,A,0
249,B,0
250,A,0
251,A,0
252,B,1
253,A,1
254,A,0
255,A,0
256,B,0
257,B,0
258,B,0
259,B,1
260,A,0
261,A,1
262,B,1
263,A,0
264,B,0
265,A,0
266,B,0
267,A,0
268,A,0
269,B,0
270,A,0
271,A,0
272,B,1
273,B,0
274,B,0
275,A,1
276,A,0
277,A,0
278,B,0
279,A,0
280,B,0
281,B,0
282,B,0
283,A,0
284,A,0
285,B,0
286,A,1
287,A,0
288,B,0
289,A,0
290,A,1
291,B,1
292,B,0
293,B,0
294,A,0
295,B,0
296,B,0
297,A,0
298,A,0
299,A,0
300,B,0
301,A,0
302,A,1
303,A,0
304,B,0
305,B,0
306,A,0
307,A,0
308,B,1
309,B,0
310,A,0
311,B,0
312,B,0
313,A,0
314,B,0
315,B,0
316,A,0
317,A,0
318,A,0
319,A,0
320,B,0
321,B,0
322,B,0
323,B,0
324,A,0
325,B,0
326,A,1
327,B,0
328,B,0
329,A,0
330,A,0
331,A,0
332,A,0
333,A,0
334,A,0
335,B,0
336,B,0
337,B,0
338,B,0
339,A,0
340,A,0
341,A,0
342,A,0
343,B,0
344,A,0
345,B,0
346,B,0
347,B,0
348,B,1
349,A,0
350,B,0
351,B,0
352,B,1
353,B,0
354,B,0
355,B,0
356,B,0
357,A,0
358,B,0
359,A,0
360,A,0
361,A,0
362,B,0
363,B,0
364,B,0
365,B,0
366,B,0
367,B,0
368,A,0
369,A,0
370,A,0
371,A,0
372,A,1
373,A,0
374,A,0
375,A,1
376,A,0
377,A,0
378,B,0
