user_id,group,converted
1,B,0
2,B,0
3,B,0
4,B,0
5,A,0
6,B,0
7,A,0
8,A,0
9,A,0
10,A,1
11,B,0
12,B,1
13,A,0
14,A,1
15,B,1
16,B,0
17,B,0
18,B,0
19,B,0
20,A,0
21,A,0
22,A,0
23,B,0
24,A,0
25,B,0
26,B,0
27,B,0
28,B,0
29,A,0
30,B,0
31,A,0
32,B,1
33,B,0
34,A,1
35,B,0
36,B,0
37,B,0
38,B,0
39,B,0
40,B,0
41,B,0
42,A,0
43,A,1
44,B,0
45,B,0
46,A,0
47,B,0
48,B,0
49,B,0
50,B,0
51,A,0
52,A,0
53,B,0
54,B,0
55,A,0
56,A,1
57,A,0
58,A,1
59,B,0
60,A,0
61,A,0
62,A,0
63,A,0
64,A,0
65,B,0
66,A,0
67,B,0
68,A,0
69,A,0
70,A,0
71,B,0
72,B,0
73,A,0
74,A,0
75,B,0
76,B,0
77,B,0
78,A,1
79,B,0
80,B,0
81,A,0
82,B,0
83,A,0
84,A,0
85,A,0
86,B,0
87,A,0
88,B,0
89,A,1
90,A,0
91,B,0
92,B,0
93,B,0
94,A,0
95,B,0
96,A,0
97,A,0
98,B,0
99,B,0
100,A,0
101,B,0
102,B,1
103,B,1
104,B,0
105,B,0
106,A,1
107,B,0
108,B,0
109,B,0
110,A,0
111,B,0
112,B,0
113,A,0
114,B,0
115,B,0
116,A,0
117,A,0
118,A,0
119,B,0
120,B,1
121,B,0
122,A,0
123,A,1
124,A,0
125,B,0
126,A,1
127,A,0
128,A,0
129,B,1
130,A,0
131,A,0
132,A,1
133,B,0
134,B,1
135,A,0
136,B,0
137,A,0
138,A,0
139,B,0
140,B,0
141,A,0
142,A,1
143,B,0
144,A,0
145,B,0
146,B,1
147,B,0
148,B,0
149,B,1
150,B,0
151,A,0
152,A,0
153,B,0
154,B,0
155,B,1
156,B,0
157,B,0
158,B,0
159,B,0
160,A,1
161,B,0
162,B,0
163,B,0
164,A,0
165,B,0
166,A,0
167,A,0
168,B,0
169,A,0
170,B,0
171,A,1
172,B,0
173,B,0
174,A,0
175,A,0
176,B,1
177,A,0
178,B,1
179,B,0
180,A,0
181,A,1
182,A,0
183,B,1
184,B,0
185,A,0
186,B,0
187,A,0
188,B,0
189,B,0
190,B,0
191,B,0
192,A,0
193,B,0
194,B,0
195,A,0
196,A,0
197,B,1
198,B,0
199,A,0
200,B,0
201,A,0
202,A,0
203,A,0
204,A,0
205,A,0
206,A,0
207,B,0
208,A,0
209,B,0
210,B,0
211,B,0
212,B,0
213,B,0
214,A,0
215,A,0
216,B,0
217,A,0
218,A,0
219,A,1
220,A,0
221,B,0
222,A,0
223,B,0
224,B,0
225,A,0
226,B,0
227,B,0
228,A,0
229,A,0
230,B,0
231,A,0
232,B,0
233,B,0
234,A,0
235,B,0
236,A,0
237,A,0
238,B,0
239,A,0
240,A,0
241,A,0
242,B,0
243,A,0
244,B,0
245,A,0
246,B,0
247,B,0
248,A,0
249,B,0
250,B,0
251,B,0
252,B,0
253,B,0
254,A,0
255,B,1
256,B,0
257,B,0
258,A,0
259,B,0
260,B,1
261,B,0
262,A,0
263,B,0
264,A,0
265,B,0
266,A,0
267,B,0
268,B,0
269,B,0
270,B,0
271,B,0
272,A,0
273,A,0
274,B,0
275,B,0
276,B,1
277,B,0
278,B,1
279,B,0
280,A,1
281,B,0
282,A,0
283,A,0
284,B,0
285,B,0
286,B,0
287,A,0
288,A,0
289,B,0
290,B,0
291,A,0
292,B,0
293,A,0
294,B,0
295,A,0
296,B,0
297,A,0
298,A,0
299,B,0
300,A,0
301,A,1
302,A,0
303,B,0
304,B,0
305,B,0
306,B,0
307,A,1
308,B,0
309,A,0
310,A,0
311,A,0
312,A,0
313,A,1
314,B,0
315,B,1
316,B,0
317,A,0
318,A,0
319,A,0
320,B,0
321,A,0
322,A,0
323,B,0
324,B,1
325,A,0
326,A,0
327,B,0
328,A,0
329,A,0
330,B,0
331,B,0
332,B,0
333,B,0
334,B,0
335,A,0
336,B,0
337,B,0
338,A,0
339,A,1
340,A,0
341,B,1
342,A,0
343,B,0
344,A,0
345,A,0
346,B,0
347,A,0
348,B,0
349,A,0
350,B,0
351,B,0
352,A,1
353,A,0
354,A,0
355,A,0
356,B,0
357,A,0
358,A,0
359,A,0
360,B,0
361,B,1
362,A,0
363,A,1
364,B,0
365,B,0
366,B,0
367,B,1
368,B,0
369,A,0
370,A,0
371,B,1
372,B,0
373,A,0
374,B,0
375,A,0
376,B,0
377,B,0
378,A,0
