user_id,group,converted
1,A,0
2,B,0
3,B,0
4,B,1
5,B,0
6,A,0
7,B,0
8,A,0
9,B,0
10,A,0
11,A,0
12,B,0
13,B,0
14,A,0
15,A,0
16,B,1
17,B,0
18,A,0
19,B,0
20,A,0
21,B,0
22,B,0
23,B,0
24,A,0
25,B,0
26,A,0
27,A,0
28,B,0
29,A,0
30,B,1
31,A,0
32,A,0
33,B,0
34,A,0
35,A,0
36,B,0
37,B,0
38,A,0
39,A,1
40,A,0
41,B,0
42,A,0
43,A,0
44,B,0
45,B,0
46,A,0
47,A,0
48,A,0
49,A,0
50,A,0
51,B,0
52,A,0
53,A,0
54,B,0
55,B,0
56,A,0
57,A,0
58,B,0
59,A,0
60,B,0
61,A,1
62,A,0
63,B,0
64,A,1
65,B,0
66,B,0
67,B,0
68,B,0
69,A,0
70,B,0
71,B,0
72,B,0
73,A,0
74,B,0
75,B,0
76,A,0
77,A,0
78,B,0
79,A,0
80,A,0
81,B,1
82,A,0
83,A,0
84,B,0
85,A,1
86,B,0
87,B,0
88,A,0
89,A,0
90,B,0
91,A,0
92,B,0
93,A,0
94,B,0
95,B,0
96,A,0
97,B,0
98,B,0
99,A,0
100,B,0
101,B,0
102,A,0
103,B,0
104,A,0
105,B,0
106,B,0
107,A,0
108,B,0
109,B,0
110,B,0
111,B,1
112,B,0
113,A,0
114,A,1
115,A,0
116,A,0
117,A,0
118,A,0
119,A,1
120,A,1
121,A,0
122,B,1
123,B,0
124,A,0
125,A,0
126,A,0
127,A,0
128,A,0
129,A,1
130,B,0
131,A,0
132,A,0
133,B,1
134,A,0
135,A,0
136,A,0
137,A,0
138,B,0
139,A,1
140,B,0
141,A,0
142,A,0
143,B,0
144,B,0
145,B,0
146,B,0
147,A,0
148,A,0
149,A,0
150,B,0
151,A,0
152,A,0
153,B,0
154,B,1
155,B,0
156,A,1
157,A,0
158,A,0
159,B,0
160,A,0
161,A,0
162,B,0
163,B,0
164,B,0
165,A,0
166,B,0
167,B,0
168,A,0
169,B,0
170,A,1
171,B,0
172,B,0
173,A,0
174,A,0
175,A,0
176,A,0
177,B,0
178,A,0
179,A,0
180,B,0
181,A,0
182,A,0
183,A,0
184,A,0
185,B,0
186,A,0
187,B,0
188,A,0
189,A,0
190,B,0
191,A,0
192,A,0
193,B,0
194,A,0
195,A,0
196,B,0
197,A,1
198,B,0
199,A,0
200,A,0
201,B,0
202,B,0
203,A,0
204,A,0
205,B,0
206,A,0
207,B,0
208,B,0
209,A,0
210,A,0
211,A,0
212,A,0
213,B,0
214,B,0
215,A,0
216,A,0
217,A,1
218,A,0
219,A,1
220,A,0
221,A,0
222,B,0
223,B,0
224,A,0
225,A,0
226,A,1
227,B,1
228,B,0
229,A,0
230,B,1
231,B,0
232,A,1
233,B,0
234,A,0
235,B,0
236,B,0
237,B,0
238,A,1
239,A,1
240,A,0
241,A,1
242,B,0
243,A,0
244,A,0
245,A,0
246,B,0
247,A,0
248,B,0
249,B,0
250,A,1
251,A,0
252,B,0
253,A,0
254,A,0
255,A,0
256,B,0
257,B,0
258,A,0
259,A,1
260,B,0
261,A,0
262,A,0
263,A,0
264,B,0
265,A,0
266,B,0
267,A,0
268,A,0
269,B,0
270,B,0
271,A,1
272,B,0
273,A,1
274,A,0
275,A,0
276,B,0
277,A,0
278,A,0
279,B,0
280,B,0
281,B,0
282,B,0
283,A,0
284,B,0
285,B,0
286,A,0
287,A,0
288,A,0
289,A,0
290,B,0
291,B,0
292,A,0
293,B,0
294,A,0
295,A,1
296,B,0
297,A,0
298,A,0
299,A,0
300,A,0
301,B,0
302,A,0
303,A,0
304,A,0
305,A,0
306,B,0
307,B,0
308,B,0
309,B,0
310,A,0
311,A,0
312,B,0
313,A,1
314,B,1
315,A,0
316,B,0
317,B,0
318,B,0
319,A,0
320,B,1
321,B,0
322,A,0
323,B,0
324,A,1
325,A,0
326,B,0
327,A,0
328,B,0
329,A,0
330,A,0
331,A,0
332,B,0
333,A,0
334,A,0
335,B,0
336,A,0
337,A,0
338,B,0
339,A,0
340,A,0
341,B,0
342,A,0
343,B,0
344,A,0
345,B,0
346,B,0
347,A,0
348,A,0
349,B,0
350,B,1
351,B,0
352,A,0
353,B,0
354,B,0
355,B,0
356,B,0
357,B,0
358,A,0
359,B,0
360,A,0
361,B,1
362,B,0
363,B,0
364,B,0
365,B,0
366,A,0
367,B,0
368,A,0
369,B,0
370,A,1
371,A,0
372,B,0
373,A,0
374,B,0
375,A,0
376,B,0
377,B,0
378,B,0
379,B,0
380,B,0
381,B,0
382,A,0
383,A,0
384,A,0
385,A,0
386,B,0
387,A,0
388,A,0
389,A,0
390,B,0
391,B,0
392,B,0
393,A,0
394,B,0
395,A,0
396,A,0
397,A,0
398,B,1
399,B,1
400,B,0
401,A,0
402,B,0
403,B,0
404,B,0
405,A,1
406,A,0
407,B,0
408,B,0
409,A,1
410,B,1
411,A,0
412,A,0
413,A,0
414,B,0
415,A,0
416,A,0
417,A,0
418,A,0
419,A,0
420,B,0
421,B,0
422,A,0
423,B,0
424,A,0
425,B,0
426,B,0
427,A,0
428,A,0
429,A,0
430,B,0
431,B,0
432,B,0
433,B,0
434,A,0
435,B,1
436,A,0
437,B,1
438,A,1
439,A,0
440,B,0
441,A,0
442,B,0
443,B,0
444,A,0
445,B,0
446,A,0
447,B,0
448,B,0
449,B,0
450,A,0
451,B,0
452,A,1
453,A,0
454,A,0
455,A,0
456,A,0
457,B,0
458,B,0
459,A,0
460,B,0
461,B,1
462,B,0
463,A,0
464,A,0
465,B,0
466,A,0
467,B,0
468,B,0
469,B,0
470,B,0
471,B,0
472,A,0
473,A,0
474,A,0
475,B,0
476,B,0
477,A,0
478,B,0
479,A,0
480,A,0
481,B,0
482,B,0
483,B,0
484,A,0
485,B,0
486,A,0
487,A,0
488,B,0
489,B,0
490,B,0
491,B,0
492,B,1
493,A,0
494,B,0
495,A,0
496,A,0
497,B,1
498,A,0
499,A,0
500,B,0
501,A,0
502,A,1
503,B,0
504,B,0
505,B,0
506,A,0
507,A,0
508,B,1
509,A,0
510,B,1
511,A,0
512,B,1
513,B,0
514,B,0
515,A,0
516,B,0
517,B,0
518,B,1
519,A,0
520,A,1
521,A,0
522,A,1
523,A,0
524,B,0
525,A,0
526,A,0
527,A,0
528,A,0
529,A,0
530,B,0
531,A,0
532,A,0
533,A,0
534,A,0
535,A,0
536,A,0
537,B,0
538,A,0
539,A,0
540,B,1
541,B,0
542,A,0
543,B,0
544,A,0
545,B,0
546,A,1
547,A,0
548,A,0
549,B,0
550,B,0
551,B,0
552,B,0
553,B,0
554,A,1
555,A,0
556,A,0
557,A,0
558,B,0
559,B,0
560,A,0
561,A,0
562,A,0
563,B,0
564,B,1
565,B,0
566,A,0
567,A,0
568,A,1
569,A,0
570,B,0
571,A,0
572,B,0
573,A,0
574,B,0
575,B,0
576,B,0
577,A,0
578,B,0
579,A,0
580,B,0
581,A,0
582,A,0
583,B,0
584,A,0
585,A,0
586,A,0
587,A,0
588,B,0
589,B,0
590,A,0
591,A,0
592,B,0
593,B,0
594,B,1
595,B,0
596,A,0
597,B,0
598,B,0
599,A,0
600,A,0
601,A,0
602,B,0
603,B,0
604,B,0
605,B,0
606,A,0
607,A,0
608,A,0
609,A,0
610,A,0
611,A,0
612,A,1
613,A,0
614,B,0
615,A,0
616,A,0
617,B,0
618,A,0
619,B,0
620,A,0
621,A,1
622,A,1
623,B,0
624,A,0
625,A,0
626,B,0
627,B,0
628,B,0
629,A,0
630,B,0
631,A,1
632,B,1
633,B,0
634,A,0
635,B,0
636,A,0
637,B,0
638,B,0
639,A,1
640,A,1
641,B,0
642,B,0
643,A,0
644,B,1
645,A,0
646,A,0
647,B,0
648,A,0
649,B,1
650,A,0
651,B,0
652,B,0
653,A,1
654,A,0
655,B,1
656,A,0
657,B,0
658,A,0
659,A,0
660,A,0
661,A,0
662,B,0
663,A,0
664,B,0
665,B,0
666,A,0
667,B,0
668,A,0
669,A,1
670,A,0
671,B,0
672,B,0
673,B,1
674,B,0
675,B,0
676,A,0
677,B,0
678,B,0
679,A,0
680,A,0
681,A,0
682,A,0
683,B,0
684,A,1
685,A,0
686,B,0
687,A,0
688,B,0
689,A,0
690,B,0
691,A,0
692,B,0
693,A,0
694,B,0
695,B,1
696,B,0
697,A,0
698,A,1
699,B,0
700,A,0
701,A,0
702,A,0
703,A,0
704,B,0
705,B,0
706,B,0
707,A,1
708,A,0
709,B,0
710,A,0
711,A,0
712,A,0
713,A,0
714,B,0
715,A,0
716,A,0
717,A,0
718,A,1
719,B,0
720,B,0
721,A,0
722,A,0
723,A,0
724,A,0
725,B,0
726,A,0
727,B,0
728,A,0
729,A,0
730,A,0
731,B,0
732,A,0
733,A,0
734,A,0
735,B,0
736,B,0
737,B,0
738,A,0
739,A,0
740,B,0
741,A,0
742,B,0
743,A,0
744,B,0
745,B,1
746,A,0
747,A,1
748,B,0
749,B,0
750,B,0
751,B,0
752,A,1
753,B,0
754,B,0
755,A,0
756,B,0
757,B,0
758,B,0
759,A,0
760,A,0
761,A,0
762,B,0
763,B,1
764,B,0
765,A,0
766,B,0
767,B,0
768,B,0
769,A,0
770,A,0
771,A,0
772,A,0
773,B,0
774,B,0
775,B,0
776,B,0
777,A,0
778,B,1
779,B,0
780,A,0
781,A,0
782,A,0
783,B,0
784,A,0
785,B,0
786,A,0
787,B,0
788,A,0
789,A,0
790,A,0
791,B,1
792,B,0
793,B,0
794,B,0
795,B,0
796,B,0
797,A,0
798,B,0
799,A,0
800,B,0
801,A,0
802,A,0
803,A,0
804,A,0
805,A,1
806,B,0
807,A,0
808,B,1
809,B,1
810,A,0
811,A,0
812,A,0
813,B,0
814,B,0
815,B,0
816,B,0
817,B,0
818,B,0
819,A,0
820,A,0
821,B,1
822,B,0
823,A,0
824,A,0
825,B,0
826,A,1
827,B,0
828,A,0
829,A,0
830,B,1
831,B,0
832,A,0
833,B,0
834,B,0
835,B,1
836,A,0
837,B,0
838,B,0
839,B,0
840,A,1
841,A,0
842,A,0
843,A,0
844,B,0
845,A,0
846,B,0
847,B,0
848,B,0
849,B,0
850,B,0
851,B,0
852,A,0
853,A,0
854,B,1
855,B,0
856,B,0
857,A,0
858,B,0
859,A,0
860,A,0
861,B,1
862,B,0
863,B,1
864,A,0
865,B,1
866,B,1
867,B,1
868,B,0
869,B,0
870,A,0
871,A,0
872,B,0
873,B,0
874,B,0
875,B,1
876,A,0
877,A,0
878,B,0
879,A,0
880,B,0
881,A,0
882,A,0
883,B,0
884,B,0
885,B,1
886,A,0
887,A,0
888,B,0
889,A,0
890,A,0
891,B,0
892,A,0
893,B,0
894,B,0
895,A,0
896,B,1
897,A,0
898,A,0
899,A,0
900,A,0
901,B,0
902,B,1
903,A,0
904,A,0
905,B,0
906,B,0
907,A,0
908,A,0
909,B,0
910,B,0
911,B,0
912,A,0
913,A,0
914,B,0
915,A,0
916,B,0
917,B,1
918,A,0
919,B,0
920,B,0
921,B,0
922,B,0
923,A,0
924,B,0
925,B,0
926,A,0
927,A,0
928,A,0
929,A,0
930,A,0
931,B,0
932,B,0
933,A,0
934,A,1
935,A,0
936,A,1
937,B,1
938,A,0
939,A,0
940,B,0
941,B,0
942,A,0
943,B,0
944,A,0
945,A,1
946,B,0
947,B,1
948,B,0
949,B,0
950,A,0
951,A,0
952,B,0
953,A,1
954,A,0
955,A,0
956,A,0
957,A,0
958,B,0
959,B,0
960,B,0
961,A,0
962,A,0
963,B,0
964,B,0
965,B,0
966,A,0
967,A,0
968,B,0
969,A,0
970,A,0
971,B,0
972,A,0
973,B,0
974,A,0
975,B,0
976,B,0
977,B,0
978,A,0
979,A,0
980,A,0
981,A,1
982,B,0
983,B,0
984,A,0
985,A,0
986,A,0
987,B,1
988,A,0
989,A,0
990,B,0
991,B,0
992,A,0
993,B,0
994,B,0
995,A,0
996,B,1
997,B,0
998,A,1
999,B,0
1000,A,0
1001,A,0
1002,B,0
1003,A,0
1004,B,0
1005,B,1
1006,B,0
1007,A,0
1008,A,1
1009,A,0
1010,A,0
1011,A,0
1012,A,0
1013,A,0
1014,A,0
1015,A,1
1016,A,0
1017,A,0
1018,B,1
1019,A,0
1020,B,1
1021,A,1
1022,A,0
1023,B,0
1024,A,0
